city,state,metro,county,zhvi,zhvi_yoy_pct,zori,zori_yoy_pct,annual_rent,rent_to_price_pct,price_to_rent,gross_yield_pct,est_cap_rate_pct,tier,pop_2024,pop_growth_pct,county_pop_2024,county_pop_growth_pct,net_mig_rate_per1k,vacancy_rate_pct,rental_vacancy_pct,renter_pct,down_payment,loan_amount,monthly_mortgage,monthly_cash_flow,annual_cash_flow,cash_on_cash_pct,break_even_rent,yield_spread_pct,one_pct_rule,two_pct_rule,investment_score,hidden_gem,zhvi_date,zori_date
Bloomfield,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Essex County,581225.8296895582,1.93,2350.0621143562316,9.24,28200.74537227478,0.404,20.6,4.85,3.15,Lean Rent,NA,NA,881527,2.5,15.1,5.39,2.7,55.47,145306.45742238956,435919.3722671687,2973.7385577764667,-1446,-17352,-10.66,4575,-2.4,FALSE,FALSE,55,FALSE,2026-02-28,2026-02-28
Redmond,OR,"Bend, OR",Deschutes County,512004.9810774137,-1.01,2068.731934731935,3.67,24824.783216783217,0.404,20.6,4.85,3.15,Lean Rent,37626,11.41,211535,6.05,12.57,14.29,3.27,29.26,128001.24526935343,384003.7358080603,2619.5824002122254,-1275,-15300,-10.67,4030,-2.4,FALSE,FALSE,46.2,FALSE,2026-02-28,2026-02-28
Lutherville Timonium,MD,"Baltimore-Columbia-Towson, MD",Baltimore County,495966.76459203864,1.78,2002.0555555555557,1.56,24024.666666666668,0.404,20.6,4.84,3.15,Lean Rent,NA,NA,852425,-0.11,3.96,5.75,5.61,33.67,123991.69114800966,371975.07344402897,2537.525718756758,-1236,-14832,-10.68,3904,-2.41,FALSE,FALSE,40.7,FALSE,2026-02-28,2026-02-28
Franklin,WI,"Milwaukee-Waukesha, WI",Milwaukee County,426098.6085263812,3.87,1722.0833333333333,NA,20665,0.404,20.6,4.85,3.15,Lean Rent,36591,1.21,924740,-1.48,0.57,8.21,6.16,50.2,106524.6521315953,319573.9563947859,2180.0577277623415,-1061,-12732,-10.67,3354,-2.4,FALSE,FALSE,40,FALSE,2026-02-28,2026-02-28
Montrose,CO,"Montrose, CO",Montrose County,460408.0872324231,2.09,1862.2222222222224,0.45,22346.666666666668,0.404,20.6,4.85,3.15,Lean Rent,21646,6.19,44806,4.64,13.15,9.78,6.64,25.35,115102.02180810577,345306.0654243173,2355.596071920002,-1145,-13740,-10.66,3624,-2.4,FALSE,FALSE,52.4,FALSE,2026-02-28,2026-02-28
Keizer,OR,"Salem, OR",Marion County,445244.03901623795,-0.5,1798.9190476190477,3.55,21587.02857142857,0.404,20.6,4.85,3.15,Lean Rent,39152,-0.44,352867,1.89,7.06,3.97,4.07,37.76,111311.00975405949,333933.02926217846,2278.011916899678,-1109,-13308,-10.67,3505,-2.4,FALSE,FALSE,42.2,FALSE,2026-02-28,2026-02-28
Sequim,WA,"Port Angeles, WA",Clallam County,555387.226900396,-1.09,2245,NA,26940,0.404,20.6,4.85,3.15,Lean Rent,8199,1.6,77958,0.77,14.64,10.23,2.64,27.24,138846.806725099,416540.42017529707,2841.5399432822655,-1382,-16584,-10.66,4372,-2.4,FALSE,FALSE,41.2,FALSE,2026-02-28,2026-02-28
Warrensburg,MO,"Warrensburg, MO",Johnson County,264225.90715395234,4.08,1065.7301864801864,7.03,12788.762237762236,0.403,20.7,4.84,3.15,Lean Rent,19998,3.34,55880,3.41,9.47,8.75,3.55,36.14,66056.47678848809,198169.43036546424,1351.864848275666,-659,-7908,-10.69,2080,-2.41,FALSE,FALSE,51.9,FALSE,2026-02-28,2026-02-28
Fredericksburg,TX,"Fredericksburg, TX",Gillespie County,504637.40551074786,-3.92,2036.1111111111113,NA,24433.333333333336,0.403,20.7,4.84,3.15,Lean Rent,11766,6.65,28159,5.2,17.29,20.93,7.89,28.99,126159.35137768697,378478.0541330609,2581.887510513968,-1258,-15096,-10.68,3972,-2.41,FALSE,FALSE,41.6,FALSE,2026-02-28,2026-02-28
Pecan Grove,TX,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,395137.1384973481,-2.67,1595.9126984126983,0.38,19150.95238095238,0.404,20.6,4.85,3.15,Lean Rent,NA,NA,958434,15.57,27.37,4.23,6.33,22.52,98784.28462433703,296352.8538730111,2021.648874391264,-984,-11808,-10.67,3110,-2.4,FALSE,FALSE,59.4,FALSE,2026-02-28,2026-02-28
Fairview Park,OH,"Cleveland-Elyria, OH",Cuyahoga County,272873.0998573583,4.39,1101.5,NA,13218,0.404,20.6,4.84,3.15,Lean Rent,16860,-2.4,1240594,-1.75,1.72,9.97,5.22,40.95,68218.27496433958,204654.82489301875,1396.106671410705,-680,-8160,-10.68,2148,-2.41,FALSE,FALSE,32.7,FALSE,2026-02-28,2026-02-28
Grimes,IA,"Des Moines-West Des Moines, IA",Polk County,346960.80599935557,0.95,1401.5277777777776,2.49,16818.333333333332,0.404,20.6,4.85,3.15,Lean Rent,17266,9.85,516185,4.69,12.01,5.87,5,32.93,86740.20149983889,260220.60449951666,1775.1632397145336,-864,-10368,-10.67,2731,-2.4,FALSE,FALSE,57.1,FALSE,2026-02-28,2026-02-28
Hurricane,UT,"St. George, UT",Washington County,504913.9184021852,-0.77,2038.3333333333333,4.7,24460,0.404,20.6,4.84,3.15,Lean Rent,24753,22.47,207943,14.24,22.34,15.29,9.04,27.41,126228.4796005463,378685.4388016389,2583.3022395314806,-1258,-15096,-10.68,3974,-2.41,FALSE,FALSE,50.2,FALSE,2026-02-28,2026-02-28
Mound,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,370592.01925844286,1.1,1495.0833333333337,NA,17941.000000000004,0.403,20.7,4.84,3.15,Lean Rent,9031,-3.61,1273334,-0.65,4.24,5.29,5.38,37.05,92648.00481461071,277944.01444383216,1896.068138371774,-924,-11088,-10.69,2917,-2.41,FALSE,FALSE,35.8,FALSE,2026-02-28,2026-02-28
Elmwood,LA,"New Orleans-Metairie, LA",Jefferson Parish,429875.6026415164,10.27,1736.6666666666667,NA,20840,0.404,20.6,4.85,3.15,Lean Rent,NA,NA,427253,-2.84,2.2,8.82,5.5,37.69,107468.9006603791,322406.70198113733,2199.38204622677,-1071,-12852,-10.68,3384,-2.4,FALSE,FALSE,35.7,FALSE,2026-02-28,2026-02-28
Lewisville,TX,"Dallas-Fort Worth-Arlington, TX",Denton County,390585.14326220914,-5.28,1572.9200485321744,0.68,18875.040582386093,0.403,20.7,4.83,3.14,Lean Rent,135983,7.56,1045120,14.28,23.72,4.75,5.09,34.63,97646.28581555228,292938.85744665685,1998.3594005687094,-976,-11712,-10.71,3074,-2.42,FALSE,FALSE,54,FALSE,2026-02-28,2026-02-28
Ames,IA,"Ames, IA",Story County,269519.4442761438,2.74,1084.105179704017,2.89,13009.262156448203,0.402,20.7,4.83,3.14,Lean Rent,69026,3.81,102498,3.9,7.35,7.05,6.39,44.02,67379.86106903595,202139.58320710785,1378.9482892433355,-674,-8088,-10.72,2121,-2.42,FALSE,FALSE,51,FALSE,2026-02-28,2026-02-28
Bayonne,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Hudson County,577301.2373777387,1.39,2326.5513860716696,1.5,27918.616632860037,0.403,20.7,4.84,3.14,Lean Rent,74532,4.09,736185,1.98,14.43,6.78,4.46,68.82,144325.30934443467,432975.92803330405,2953.6590793963605,-1441,-17292,-10.7,4544,-2.41,FALSE,FALSE,53.5,FALSE,2026-02-28,2026-02-28
Orange,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Essex County,460022.30032244447,-0.21,1852.361111111111,5.03,22228.333333333332,0.403,20.7,4.83,3.14,Lean Rent,NA,NA,881527,2.5,15.1,5.39,2.7,55.47,115005.57508061112,345016.72524183337,2353.6222618264255,-1150,-13800,-10.71,3621,-2.42,FALSE,FALSE,51.2,FALSE,2026-02-28,2026-02-28
Randallstown,MD,"Baltimore-Columbia-Towson, MD",Baltimore County,364857.46852751327,1.68,1468.9843137254902,1.12,17627.811764705883,0.403,20.7,4.83,3.14,Lean Rent,NA,NA,852425,-0.11,3.96,5.75,5.61,33.67,91214.36713187832,273643.10139563493,1866.728329731131,-912,-10944,-10.71,2872,-2.42,FALSE,FALSE,40.4,FALSE,2026-02-28,2026-02-28
Miami Lakes,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,646836.1067653588,-1.92,2601.734210526316,1.45,31220.810526315792,0.402,20.7,4.83,3.14,Lean Rent,33247,9.22,2838461,5.29,19.88,11.11,5.36,47.81,161709.0266913397,485127.08007401915,3309.4218683941585,-1618,-19416,-10.72,5091,-2.42,FALSE,FALSE,48.5,FALSE,2026-02-28,2026-02-28
Deer Park,NY,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County,657686.8782806591,0.91,2651.25,NA,31815,0.403,20.7,4.84,3.14,Lean Rent,NA,NA,1535909,0.9,2.22,11.64,3.67,18.09,164421.71957016477,493265.1587104943,3364.9379105045123,-1642,-19704,-10.7,5177,-2.41,FALSE,FALSE,32.6,FALSE,2026-02-28,2026-02-28
Sheridan,IN,"Indianapolis-Carmel-Anderson, IN",Hamilton County,379329.12961786846,3.98,1525,NA,18300,0.402,20.7,4.82,3.14,Lean Rent,3487,12.09,379704,8.79,14.45,5.14,7.51,23.72,94832.28240446711,284496.84721340134,1940.7700091975241,-950,-11400,-10.73,2986,-2.43,FALSE,FALSE,65,FALSE,2026-02-28,2026-02-28
Las Vegas,NV,"Las Vegas-Henderson-Paradise, NV",Clark County,422841.83840101975,-2.65,1694.5855243380029,-0.07,20335.02629205603,0.401,20.8,4.81,3.13,Lean Rent,678922,4.81,2398871,5.4,16.64,9.46,7.1,42.95,105710.45960025494,317131.3788007648,2163.3950427939626,-1062,-12744,-10.76,3328,-2.44,FALSE,FALSE,45.6,FALSE,2026-02-28,2026-02-28
Fairfield,CA,"Vallejo, CA",Solano County,603444.7017069178,-2.6,2424.6666666666665,-0.77,29096,0.402,20.7,4.82,3.13,Lean Rent,122646,2.3,455101,0.49,7.61,4.68,3.13,36.77,150861.17542672946,452583.52628018835,3087.4174637253186,-1511,-18132,-10.73,4750,-2.43,FALSE,FALSE,44.5,FALSE,2026-02-28,2026-02-28
Quincy,MA,"Boston-Cambridge-Newton, MA-NH",Norfolk County,663169.9586339291,0.64,2662.4264309764308,2.12,31949.117171717167,0.401,20.8,4.82,3.13,Lean Rent,103434,1.91,740754,2.35,9.81,4.09,3.95,31.48,165792.48965848229,497377.4689754469,3392.9911156943344,-1662,-19944,-10.74,5220,-2.43,FALSE,FALSE,51.3,FALSE,2026-02-28,2026-02-28
Winter Park,FL,"Orlando-Kissimmee-Sanford, FL",Orange County,458755.6058637253,-2.47,1840.09477124183,2.27,22081.13725490196,0.401,20.8,4.81,3.13,Lean Rent,30835,2.72,1533646,7.12,16.48,11.72,10.93,42.64,114688.90146593133,344066.704397794,2347.141444972799,-1151,-13812,-10.75,3611,-2.44,FALSE,FALSE,41.4,FALSE,2026-02-28,2026-02-28
Lehi,UT,"Provo-Orem, UT",Utah County,565712.8576274212,2.05,2272.724741200828,0.77,27272.696894409935,0.402,20.7,4.82,3.13,Lean Rent,93446,21.57,747234,12.6,17.51,3.79,2.69,31.87,141428.2144068553,424284.64322056586,2894.3691959717344,-1417,-17004,-10.73,4453,-2.43,FALSE,FALSE,66.5,FALSE,2026-02-28,2026-02-28
Lansdale,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Montgomery County,484792.60204471013,0.82,1943.7455409356728,3.44,23324.946491228075,0.401,20.8,4.81,3.13,Lean Rent,19154,1.7,879190,2.6,7.92,4.35,5.68,28.27,121198.15051117753,363594.4515335326,2480.35510396216,-1217,-14604,-10.76,3816,-2.44,FALSE,FALSE,49.3,FALSE,2026-02-28,2026-02-28
River Falls,WI,"Minneapolis-St. Paul-Bloomington, MN-WI",Pierce County,399099.3469987034,2.2,1599.7261904761906,2.63,19196.714285714286,0.401,20.8,4.81,3.13,Lean Rent,17802,9.11,43380,2.73,4.15,7.55,6.65,24.22,99774.83674967584,299324.5102490275,2041.9208093132256,-1002,-12024,-10.76,3141,-2.44,FALSE,FALSE,49.7,FALSE,2026-02-28,2026-02-28
Fulshear,TX,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,505328.295280407,-0.42,2025.4166666666667,-1.21,24305,0.401,20.8,4.81,3.13,Lean Rent,54629,210.09,958434,15.57,27.37,4.23,6.33,22.52,126332.07382010175,378996.22146030527,2585.4223251114304,-1269,-15228,-10.76,3978,-2.44,FALSE,FALSE,63.5,FALSE,2026-02-28,2026-02-28
Wilton,CT,"Bridgeport-Stamford-Norwalk, CT",Fairfield County,1193390.586788459,7.14,4791,NA,57492,0.401,20.8,4.82,3.13,Lean Rent,NA,NA,NA,NA,NA,NA,NA,NA,298347.64669711475,895042.9400913443,6105.770633620687,-2992,-35904,-10.74,9393,-2.43,FALSE,FALSE,50.3,FALSE,2026-02-28,2026-02-28
Melissa,TX,"Dallas-Fort Worth-Arlington, TX",Collin County,435030.2518746835,-6.33,1746.083893557423,1.06,20953.006722689075,0.401,20.8,4.82,3.13,Lean Rent,26194,82.71,1254658,16.64,31.61,5.16,6.55,35.92,108757.56296867087,326272.6889060126,2225.7548920183426,-1091,-13092,-10.75,3424,-2.43,FALSE,FALSE,57.2,FALSE,2026-02-28,2026-02-28
Plover,WI,"Stevens Point, WI",Portage County,339404.64783275424,8.17,1361.5,NA,16338,0.401,20.8,4.81,3.13,Lean Rent,14208,4.77,72040,2.31,8.66,5.91,4.14,30.68,84851.16195818856,254553.48587456567,1736.5035006924716,-852,-10224,-10.76,2672,-2.44,FALSE,FALSE,58.8,FALSE,2026-02-28,2026-02-28
Lakewood,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,869807.6431408129,0.04,3476.1309523809523,2.71,41713.57142857143,0.4,20.9,4.8,3.12,Lean Rent,78494,-4.54,9757179,-2.4,0.03,6.45,4.01,53.92,217451.91078520322,652355.7323556097,4450.216067716814,-2191,-26292,-10.8,6846,-2.45,FALSE,FALSE,27.1,FALSE,2026-02-28,2026-02-28
Springfield,OR,"Eugene-Springfield, OR",Lane County,411356.9284560031,-0.02,1646.8074074074073,4.9,19761.68888888889,0.4,20.8,4.8,3.12,Lean Rent,61182,-1.1,382396,-0.47,4.1,5.23,2.88,40.62,102839.23211400077,308517.6963420023,2104.634544220924,-1034,-12408,-10.77,3238,-2.45,FALSE,FALSE,36.6,FALSE,2026-02-28,2026-02-28
Madison,AL,"Huntsville, AL",Limestone County,372091.0225934897,1.18,1490.3981810587072,1.09,17884.778172704486,0.401,20.8,4.81,3.12,Lean Rent,64029,11.72,118942,14.14,33.45,7.97,6.79,22.5,93022.75564837242,279068.26694511727,1903.7375222634794,-935,-11220,-10.77,2929,-2.44,FALSE,FALSE,57.9,FALSE,2026-02-28,2026-02-28
Grants Pass,OR,"Grants Pass, OR",Josephine County,392049.19909495814,-0.65,1570.638888888889,3.97,18847.666666666668,0.401,20.8,4.81,3.12,Lean Rent,39468,0.57,88276,0.05,10.27,7.35,2.67,28.31,98012.29977373953,294036.8993212186,2005.8499817820539,-985,-11820,-10.77,3086,-2.44,FALSE,FALSE,40.5,FALSE,2026-02-28,2026-02-28
Lutz,FL,"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County,479388.7091798607,-3.17,1915.7027795193312,-2.28,22988.433354231973,0.4,20.9,4.8,3.12,Lean Rent,NA,NA,1581426,7.85,12.2,7.8,6.74,38.94,119847.17729496518,359541.5318848955,2452.707047469421,-1208,-14496,-10.8,3773,-2.45,FALSE,FALSE,47.2,FALSE,2026-02-28,2026-02-28
Woodland,CA,"Sacramento-Roseville-Folsom, CA",Yolo County,549727.6169877195,-1.26,2198.910714285714,2.26,26386.928571428572,0.4,20.8,4.8,3.12,Lean Rent,62983,3.31,225251,3.44,8.98,6.01,4.8,46.44,137431.9042469299,412295.71274078963,2812.583556006274,-1383,-16596,-10.78,4327,-2.45,FALSE,FALSE,46.5,FALSE,2026-02-28,2026-02-28
Chantilly,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,807236.8926505746,-1.21,3231.452380952381,4.02,38777.42857142857,0.4,20.8,4.8,3.12,Lean Rent,NA,NA,1160925,1.07,6.94,3.66,4.16,31.65,201809.22316264364,605427.669487931,4130.0839541436535,-2030,-24360,-10.78,6354,-2.45,FALSE,FALSE,44.3,FALSE,2026-02-28,2026-02-28
Panama City Beach,FL,"Panama City, FL",Bay County,407797.52899765223,-5.24,1631.273324434737,0.61,19575.279893216844,0.4,20.8,4.8,3.12,Lean Rent,19955,10.94,199718,14.42,36.38,28.33,10.57,31.72,101949.38224941306,305848.1467482392,2086.4235101079353,-1026,-12312,-10.78,3210,-2.45,FALSE,FALSE,43.8,FALSE,2026-02-28,2026-02-28
Bridgewater Township,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Somerset County,725362.3572455941,2.31,2900,9.19,34800,0.4,20.8,4.8,3.12,Lean Rent,NA,NA,357467,3.68,12.99,2.54,1.98,25.53,181340.58931139854,544021.7679341956,3711.1874591894148,-1826,-21912,-10.79,5710,-2.45,FALSE,FALSE,60.4,FALSE,2026-02-28,2026-02-28
Westfield,IN,"Indianapolis-Carmel-Anderson, IN",Hamilton County,464258.5279480934,2.61,1855.5026455026457,2.61,22266.03174603175,0.4,20.9,4.8,3.12,Lean Rent,62994,33.96,379704,8.79,14.45,5.14,7.51,23.72,116064.63198702336,348193.8959610701,2375.2961668499483,-1169,-14028,-10.79,3654,-2.45,FALSE,FALSE,64.4,FALSE,2026-02-28,2026-02-28
Clearfield,UT,"Ogden-Clearfield, UT",Davis County,420034.03571018606,2.43,1677.7333333333331,0.72,20132.799999999996,0.399,20.9,4.79,3.12,Lean Rent,34778,8.97,378470,4.04,4.18,3.29,3.85,22.6,105008.50892754651,315025.52678263956,2149.0294198332276,-1059,-12708,-10.81,3306,-2.46,FALSE,FALSE,57.2,FALSE,2026-02-28,2026-02-28
Maumelle,AR,"Little Rock-North Little Rock-Conway, AR",Pulaski County,302966.1184456288,2.25,1211.7460317460318,-2.24,14540.952380952382,0.4,20.8,4.8,3.12,Lean Rent,19541,1.49,401209,0.48,-0.94,11.78,9.74,42.25,75741.5296114072,227224.5888342216,1550.072247482266,-762,-9144,-10.78,2385,-2.45,FALSE,FALSE,33.7,FALSE,2026-02-28,2026-02-28
Coalinga,CA,"Fresno, CA",Fresno County,290708.7203160725,2.48,1164.1666666666667,NA,13970,0.4,20.8,4.81,3.12,Lean Rent,16722,-5.42,1024125,1.44,-1.54,5.8,3.02,44.58,72677.18007901813,218031.5402370544,1487.3594505383533,-731,-8772,-10.78,2288,-2.44,FALSE,FALSE,31.7,FALSE,2026-02-28,2026-02-28
South Milwaukee,WI,"Milwaukee-Waukesha, WI",Milwaukee County,297848.55460405705,4,1190.6666666666663,NA,14287.999999999996,0.4,20.8,4.8,3.12,Lean Rent,20233,-2.59,924740,-1.48,0.57,8.21,6.16,50.2,74462.13865101426,223386.4159530428,1523.8891424993149,-750,-9000,-10.79,2344,-2.45,FALSE,FALSE,32.8,FALSE,2026-02-28,2026-02-28
Treasure Island,FL,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County,524189.366876421,-10.97,2095.8333333333335,-1.19,25150,0.4,20.8,4.8,3.12,Lean Rent,6524,-0.78,965870,0.63,3.8,18.32,8.78,30.56,131047.34171910524,393142.0251573157,2681.9216425557474,-1320,-15840,-10.79,4126,-2.45,FALSE,FALSE,20.5,FALSE,2026-02-28,2026-02-28
Murfreesboro,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Rutherford County,421928.1075287092,0.2,1683.0875364945132,1.78,20197.05043793416,0.399,20.9,4.79,3.11,Lean Rent,168387,9.47,376996,9.81,14.23,7,7.53,34.99,105482.0268821773,316446.0806465319,2158.7201013381227,-1065,-12780,-10.82,3321,-2.46,FALSE,FALSE,54.1,FALSE,2026-02-28,2026-02-28
Caldwell,ID,"Boise City, ID",Canyon County,391693.2986735069,-0.5,1561.1597222222224,2.59,18733.916666666668,0.399,20.9,4.78,3.11,Lean Rent,73088,20.32,266892,14.53,25.29,3.18,3.05,24.91,97923.32466837672,293769.9740051302,2004.0290805902337,-989,-11868,-10.82,3083,-2.47,FALSE,FALSE,63.4,FALSE,2026-02-28,2026-02-28
Weatherford,TX,"Dallas-Fort Worth-Arlington, TX",Parker County,390806.22467668954,-0.28,1558.7582846003895,0.44,18705.099415204673,0.399,20.9,4.79,3.11,Lean Rent,39397,26.36,179707,20.16,32.26,7.74,10.08,17.92,97701.55616917239,293104.66850751714,1999.4905242956077,-986,-11832,-10.81,3076,-2.46,FALSE,FALSE,57.1,FALSE,2026-02-28,2026-02-28
Colton,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,488583.9830179457,-1.94,1950.774806892454,3.1,23409.29768270945,0.399,20.9,4.79,3.11,Lean Rent,53528,-0.83,2214281,1.41,1.68,9.55,3.22,38.46,122145.99575448643,366437.9872634593,2499.7530302266427,-1232,-14784,-10.81,3846,-2.46,FALSE,FALSE,25.4,FALSE,2026-02-28,2026-02-28
Kapolei,HI,"Urban Honolulu, HI",Honolulu County,840050.3681793059,-0.33,3346.3174603174607,4.71,40155.80952380953,0.398,20.9,4.78,3.11,Lean Rent,NA,NA,998747,-1.35,1.96,9.47,5.27,40.46,210012.59204482648,630037.7761344794,4297.968264182939,-2123,-25476,-10.83,6612,-2.47,FALSE,FALSE,27.1,FALSE,2026-02-28,2026-02-28
Phoenixville,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Chester County,507927.7493313929,1.63,2023.1909645909643,2.62,24278.29157509157,0.398,20.9,4.78,3.11,Lean Rent,20286,9.15,560745,4.84,7.29,3.95,3.98,25.05,126981.93733284822,380945.81199854467,2598.7219693215193,-1284,-15408,-10.83,3998,-2.47,FALSE,FALSE,57.6,FALSE,2026-02-28,2026-02-28
Greeneville,TN,"Greeneville, TN",Greene County,240109.82554177803,0.63,958.3333333333334,10.41,11500,0.399,20.9,4.79,3.11,Lean Rent,15979,3.02,73398,4.34,17.97,13.48,8.49,24.09,60027.45638544451,180082.36915633353,1228.4792069477319,-606,-7272,-10.82,1890,-2.46,FALSE,FALSE,45.3,FALSE,2026-02-28,2026-02-28
Ashland,OH,"Ashland, OH",Ashland County,225244.32890730945,6.18,897.25,6.13,10767,0.398,20.9,4.78,3.11,Lean Rent,18770,-2.38,52420,-0.11,5.88,8.27,9.39,21.12,56311.08222682736,168933.2466804821,1152.42253798306,-569,-6828,-10.83,1773,-2.47,FALSE,FALSE,39.1,FALSE,2026-02-28,2026-02-28
Chaska,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Carver County,473606.284803635,1.59,1887.925925925926,2.78,22655.111111111113,0.399,20.9,4.78,3.11,Lean Rent,30167,8.22,112628,4.96,8.5,2.81,3.46,18.29,118401.57120090874,355204.71360272623,2423.1223018393216,-1196,-14352,-10.82,3728,-2.47,FALSE,FALSE,59.5,FALSE,2026-02-28,2026-02-28
Menasha,WI,"Oshkosh-Neenah, WI",Winnebago County,299257.17924854043,5.77,1193.5,0.83,14322,0.399,20.9,4.79,3.11,Lean Rent,18433,0.85,173307,0.88,7.15,6.27,4.7,34.21,74814.29481213511,224442.88443640532,1531.0961198990835,-755,-9060,-10.81,2356,-2.46,FALSE,FALSE,49,FALSE,2026-02-28,2026-02-28
Norco,CA,"Riverside-San Bernardino-Ontario, CA",Riverside County,902772.0239945176,1.45,3600,NA,43200,0.399,20.9,4.79,3.11,Lean Rent,25400,0.01,2529933,4.34,7.33,11.37,4.89,31.14,225693.0059986294,677079.0179958883,4618.872458005333,-2279,-27348,-10.82,7106,-2.46,FALSE,FALSE,36.3,FALSE,2026-02-28,2026-02-28
Imperial,MO,"St. Louis, MO-IL",Jefferson County,319897.61741103913,3.51,1275,NA,15300,0.399,20.9,4.78,3.11,Lean Rent,NA,NA,231888,2.18,4.11,6.7,2.53,18.56,79974.40435275978,239923.21305827936,1636.6992498322575,-808,-9696,-10.82,2518,-2.47,FALSE,FALSE,46.4,FALSE,2026-02-28,2026-02-28
Dedham,MA,"Boston-Cambridge-Newton, MA-NH",Norfolk County,747470.3382887874,0.92,2975.9500000000003,4.21,35711.4,0.398,20.9,4.78,3.11,Lean Rent,NA,NA,740754,2.35,9.81,4.09,3.95,31.48,186867.58457219685,560602.7537165906,3824.2990111964027,-1890,-22680,-10.84,5884,-2.47,FALSE,FALSE,52.3,FALSE,2026-02-28,2026-02-28
Gardner,MA,"Worcester, MA-CT",Worcester County,361910.2427700593,1.17,1444.6666666666667,3.12,17336,0.399,20.9,4.79,3.11,Lean Rent,21381,0.75,881248,2.82,8.7,5.7,3.41,34.33,90477.56069251483,271432.6820775445,1851.649373453338,-913,-10956,-10.81,2849,-2.46,FALSE,FALSE,45.5,FALSE,2026-02-28,2026-02-28
Lynbrook,NY,"New York-Newark-Jersey City, NY-NJ-PA",Nassau County,726410.9839699216,3.82,2900,NA,34800,0.399,20.9,4.79,3.11,Lean Rent,20684,1.62,1392438,0.13,2.32,4.56,4.6,18.07,181602.7459924804,544808.2379774412,3716.5525712741837,-1832,-21984,-10.81,5718,-2.46,FALSE,FALSE,47.9,FALSE,2026-02-28,2026-02-28
Hutchinson,MN,"Hutchinson, MN",McLeod County,288637.62595085404,3.29,1152.5,NA,13830,0.399,20.9,4.79,3.11,Lean Rent,14708,0.71,36780,0.08,-1.01,6.06,6.81,22.22,72159.40648771351,216478.21946314053,1476.7630646655275,-728,-8736,-10.81,2272,-2.46,FALSE,FALSE,39.9,FALSE,2026-02-28,2026-02-28
Warren,RI,"Providence-Warwick, RI-MA",Bristol County,521031.6904923031,-0.29,2077.6,NA,24931.199999999997,0.399,20.9,4.78,3.11,Lean Rent,NA,NA,50145,-1.26,-0.08,9.91,5.05,26.74,130257.92262307578,390773.76786922733,2665.7659530857063,-1315,-15780,-10.82,4101,-2.47,FALSE,FALSE,25.2,FALSE,2026-02-28,2026-02-28
New Hudson,MI,"Detroit-Warren-Dearborn, MI",Oakland County,446160.03650923184,4.47,1777.5,NA,21330,0.398,20.9,4.78,3.11,Lean Rent,NA,NA,1296888,1.91,10.58,5.25,6.51,27.73,111540.00912730796,334620.02738192386,2282.698455117013,-1127,-13524,-10.83,3512,-2.47,FALSE,FALSE,55.3,FALSE,2026-02-28,2026-02-28
Madison,WI,"Madison, WI",Dane County,415529.5587385227,2.28,1649.4216756863816,2.58,19793.06010823658,0.397,21,4.76,3.1,Lean Rent,285300,3.79,588347,4.57,11.72,3.59,2.98,42.34,103882.38968463067,311647.169053892,2125.9830647522667,-1054,-12648,-10.87,3271,-2.49,FALSE,FALSE,58.9,FALSE,2026-02-28,2026-02-28
San Bernardino,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,483763.6987364992,-1,1922.6617505301715,2.02,23071.94100636206,0.397,21,4.77,3.1,Lean Rent,224775,1.2,2214281,1.41,1.68,9.55,3.22,38.46,120940.9246841248,362822.7740523744,2475.0909032271634,-1225,-14700,-10.85,3808,-2.48,FALSE,FALSE,30.7,FALSE,2026-02-28,2026-02-28
Cheyenne,WY,"Cheyenne, WY",Laramie County,380881.8445052937,3.22,1513.336714975845,4.89,18160.04057971014,0.397,21,4.77,3.1,Lean Rent,65704,0.64,101783,1.04,5.7,5.62,1.65,29.2,95220.46112632343,285661.38337897026,1948.714198691711,-965,-11580,-10.86,2998,-2.48,FALSE,FALSE,45.5,FALSE,2026-02-28,2026-02-28
